Year,Segment,Domain,Element,Basis,Mass_g_per_vehicle
2028,EF,Motors,Co,scaled,434.02941590489996
2028,EF,Motors,Cu,scaled,9154.725302014076
2028,EF,Motors,Dy,scaled,387.3836459269367
2028,EF,Motors,Fe,scaled,36740.8157502126
2028,EF,Motors,Fe_ppm,scaled,0.030484321400843402
2028,EF,Motors,Ga,scaled,2.7786402141265056
2028,EF,Motors,Mn,scaled,84.61982905079776
2028,EF,Motors,Mn_ppm,scaled,0.0015242717202435755
2028,EF,Motors,Nb,scaled,13.889372941973418
2028,EF,Motors,Nd,scaled,1694.975319775215
2028,EF,Motors,Ni_ppm,scaled,0.03053398797213381
2028,EF,Motors,O_ppm,scaled,0.6333267362285233
2028,EF,Motors,P,scaled,11.249345492007695
2028,EF,Motors,P_ppm,scaled,0.009151817265091119
2028,EF,Motors,Pb_ppm,scaled,0.09166156600831087
2028,EF,Motors,Pr,scaled,27.780328996733996
2028,EF,Motors,S,scaled,5.92087134360047
2028,EF,Motors,S_ppm,scaled,0.04578409175638089
2028,EF,Motors,Sb_ppm,scaled,0.012188941936410626
2028,EF,Motors,Se_ppm,scaled,0.009149927780392263
2028,EF,Motors,Si,scaled,489.2770351726761
2028,EF,Motors,Sn_ppm,scaled,0.006094830245821602
2028,EF,Motors,Tb,scaled,21.857991023243603
2028,EF,Motors,Te_ppm,scaled,0.006107506987658289
2028,EF,Motors,TotalMass,scaled,48617.00278142291
2028,EF,Motors,Zn_ppm,scaled,0.0030505896603408487
2028,EF,PCB,Ag,modelled,5.262472669483726
2028,EF,PCB,Al,modelled,110.4217677060398
2028,EF,PCB,Au,modelled,1.297391050859743
2028,EF,PCB,Cu,modelled,409.74769131698736
2028,EF,PCB,Fe,modelled,67.33985478756105
2028,EF,PCB,Ni,modelled,19.68462769953112
2028,EF,PCB,Pb,modelled,13.613731207665978
2028,EF,PCB,Pd,modelled,0.6951884069647847
2028,EF,PCB,Sn,modelled,80.50256955304609
2028,EF,PCB,Zn,modelled,4.839071561016169
2028,EF,Sensors,Ag,static-2025,1.369249576879546
2028,EF,Sensors,Al,static-2025,36.731700911020866
2028,EF,Sensors,As,static-2025,0.05561113929625286
2028,EF,Sensors,Au,static-2025,0.04665892216070073
2028,EF,Sensors,B,static-2025,0.17447940428973757
2028,EF,Sensors,Ba,static-2025,1.0964663126283016
2028,EF,Sensors,Co,static-2025,1.4022044867454229
2028,EF,Sensors,Cr,static-2025,1.915665449291962
2028,EF,Sensors,Cu,static-2025,118.03127420741843
2028,EF,Sensors,Dy,static-2025,0.11821409744431796
2028,EF,Sensors,Fe,static-2025,163.43714278526167
2028,EF,Sensors,Ga,static-2025,0.05562085055109532
2028,EF,Sensors,Ge,static-2025,0.004528987007663839
2028,EF,Sensors,In,static-2025,0.17015247696047545
2028,EF,Sensors,Li,static-2025,0.005599810035484773
2028,EF,Sensors,Mn,static-2025,9.309674165908516
2028,EF,Sensors,Nd,static-2025,2.6506784355151085
2028,EF,Sensors,Ni,static-2025,9.623795259359136
2028,EF,Sensors,Pb,static-2025,5.6643796772145105
2028,EF,Sensors,Pt,static-2025,0.005766053334719774
2028,EF,Sensors,Si,static-2025,10.145498927559395
2028,EF,Sensors,Sn,static-2025,1.6474297081739453
2028,EF,Sensors,Ta,static-2025,0.06570280287807932
2028,EF,Sensors,Ti,static-2025,0.6055172644148101
2028,EF,Sensors,W,static-2025,0.017740480479114293
2028,EF,Sensors,Zn,static-2025,3.243831445052524
2028,EF,Sensors,Zr,static-2025,0.8505679861196306
2028,EF,Wiring,Cu,modelled,70329.16274375138
2029,AB,Motors,Ag_ppm,scaled,0.1764168923827027
2029,AB,Motors,Al,scaled,12.219677174975736
2029,AB,Motors,As_ppm,scaled,0.003529989757421844
2029,AB,Motors,B,scaled,14.126151343207908
2029,AB,Motors,Bi_ppm,scaled,0.0024713322317085566
2029,AB,Motors,C,scaled,3.47696305069359
2029,AB,Motors,Cd_ppm,scaled,0.0007067361425921419
2029,AB,Motors,Co,scaled,13.9509814168515
2029,AB,Motors,Cu,scaled,2117.1284513548767
2029,AB,Motors,Dy,scaled,12.78991271224039
2029,AB,Motors,Fe,scaled,9570.284280818822
2029,AB,Motors,Fe_ppm,scaled,0.0070446285678960685
2029,AB,Motors,Ga,scaled,0.642323055934345
2029,AB,Motors,Mn,scaled,22.14484308854156
2029,AB,Motors,Mn_ppm,scaled,0.0003530472807581913
2029,AB,Motors,Nb,scaled,3.210654646251056
2029,AB,Motors,Nd,scaled,391.673576338689
2029,AB,Motors,Ni_ppm,scaled,0.007063201831861982
2029,AB,Motors,O_ppm,scaled,0.14632196154572719
2029,AB,Motors,P,scaled,2.414685674906354
2029,AB,Motors,P_ppm,scaled,0.002115804216203111
2029,AB,Motors,Pb_ppm,scaled,0.02114064849242818
2029,AB,Motors,Pr,scaled,6.418139171624639
2029,AB,Motors,S,scaled,1.5117774456361044
2029,AB,Motors,S_ppm,scaled,0.010591483290343675
2029,AB,Motors,Sb_ppm,scaled,0.002821672157367315
2029,AB,Motors,Se_ppm,scaled,0.0021144846713552377
2029,AB,Motors,Si,scaled,102.2898211916707
2029,AB,Motors,Sn_ppm,scaled,0.0014110973764850246
2029,AB,Motors,Tb,scaled,0.5814940044993134
2029,AB,Motors,Te_ppm,scaled,0.0014120686565938087
2029,AB,Motors,TotalMass,scaled,12277.875141892837
2029,AB,Motors,Zn_ppm,scaled,0.0007052745208936063
2029,AB,PCB,Ag,modelled,3.735239684611596
2029,AB,PCB,Al,modelled,74.6002755750913
2029,AB,PCB,Au,modelled,0.7984420311950324
2029,AB,PCB,Cu,modelled,285.1629555239733
2029,AB,PCB,Fe,modelled,43.37801104667293
2029,AB,PCB,Ni,modelled,11.88980520323857
2029,AB,PCB,Pb,modelled,9.764387120945935
2029,AB,PCB,Pd,modelled,0.4165695553656821
2029,AB,PCB,Sn,modelled,50.296392523918136
2029,AB,PCB,Zn,modelled,3.2578382262439134
2029,AB,Sensors,Ag,static-2025,0.6077818336270258
2029,AB,Sensors,Al,static-2025,10.173703779353087
2029,AB,Sensors,As,static-2025,0.02067735973759192
2029,AB,Sensors,Au,static-2025,0.024082010675859362
2029,AB,Sensors,B,static-2025,0.05084856572201221
2029,AB,Sensors,Ba,static-2025,0.4380401690028811
2029,AB,Sensors,Co,static-2025,0.9715128524708169
2029,AB,Sensors,Cr,static-2025,1.0707382127122949
2029,AB,Sensors,Cu,static-2025,69.394766208022
2029,AB,Sensors,Dy,static-2025,0.026571542728908305
2029,AB,Sensors,Fe,static-2025,91.17709780509851
2029,AB,Sensors,Ga,static-2025,0.020682616109586768
2029,AB,Sensors,Ge,static-2025,0.001501528016123206
2029,AB,Sensors,In,static-2025,0.051132857527050886
2029,AB,Sensors,Li,static-2025,0.0014008442446865545
2029,AB,Sensors,Mn,static-2025,5.275394133407557
2029,AB,Sensors,Nd,static-2025,0.6188924952737236
2029,AB,Sensors,Ni,static-2025,6.4484590776233865
2029,AB,Sensors,Pb,static-2025,1.6969392008835948
2029,AB,Sensors,Pt,static-2025,0.0017482981656576717
2029,AB,Sensors,Si,static-2025,4.699240316672317
2029,AB,Sensors,Sn,static-2025,0.8108822130844012
2029,AB,Sensors,Ta,static-2025,0.04184983640411805
2029,AB,Sensors,Ti,static-2025,0.18020926898566872
2029,AB,Sensors,W,static-2025,0.006421485657835426
2029,AB,Sensors,Zn,static-2025,1.8653604037552363
2029,AB,Sensors,Zr,static-2025,0.25478122802657177
2029,AB,Wiring,Cu,modelled,30642.91602797915
2029,CD,Motors,Ag_ppm,scaled,0.35532623618462855
2029,CD,Motors,Al,scaled,26.211871068940802
2029,CD,Motors,As_ppm,scaled,0.0071065500878028905
2029,CD,Motors,B,scaled,28.59867475467894
2029,CD,Motors,Bi_ppm,scaled,0.00497292457888138
2029,CD,Motors,C,scaled,6.242524176987577
2029,CD,Motors,Cd_ppm,scaled,0.001424130697719256
2029,CD,Motors,Co,scaled,116.16662150446089
2029,CD,Motors,Cu,scaled,4264.775917320108
2029,CD,Motors,Dy,scaled,106.70599651143681
2029,CD,Motors,Fe,scaled,18096.281378443247
2029,CD,Motors,Fe_ppm,scaled,0.014221989681976695
2029,CD,Motors,Ga,scaled,1.299792133026018
2029,CD,Motors,Mn,scaled,41.51933215848714
2029,CD,Motors,Mn_ppm,scaled,0.0007110286765154178
2029,CD,Motors,Nb,scaled,6.50100817545204
2029,CD,Motors,Nd,scaled,792.9593638804575
2029,CD,Motors,Ni_ppm,scaled,0.014217373593931158
2029,CD,Motors,O_ppm,scaled,0.294980215782166
2029,CD,Motors,P,scaled,4.951184520531179
2029,CD,Motors,P_ppm,scaled,0.0042610392055177125
2029,CD,Motors,Pb_ppm,scaled,0.042659602717247155
2029,CD,Motors,Pr,scaled,13.007664994883948
2029,CD,Motors,S,scaled,2.8610320130007256
2029,CD,Motors,S_ppm,scaled,0.02133363222509164
2029,CD,Motors,Sb_ppm,scaled,0.005684440348472446
2029,CD,Motors,Se_ppm,scaled,0.00426038717864183
2029,CD,Motors,Si,scaled,215.91216781610942
2029,CD,Motors,Sn_ppm,scaled,0.0028442635375179894
2029,CD,Motors,Tb,scaled,6.079194447736218
2029,CD,Motors,Te_ppm,scaled,0.002842702056035932
2029,CD,Motors,TotalMass,scaled,23596.006873793922
2029,CD,Motors,Zn_ppm,scaled,0.0014202366415045887
2029,CD,PCB,Ag,modelled,4.672852909359145
2029,CD,PCB,Al,modelled,95.63237125816092
2029,CD,PCB,Au,modelled,1.0964140721119282
2029,CD,PCB,Cu,modelled,357.1694897530004
2029,CD,PCB,Fe,modelled,56.730318276329754
2029,CD,PCB,Ni,modelled,16.178100125524885
2029,CD,PCB,Pb,modelled,12.004866606863114
2029,CD,PCB,Pd,modelled,0.5801810847319674
2029,CD,PCB,Sn,modelled,67.79031819640484
2029,CD,PCB,Zn,modelled,4.145403170294537
2029,CD,Sensors,Ag,static-2025,1.0040422937850013
2029,CD,Sensors,Al,static-2025,25.381163837861383
2029,CD,Sensors,As,static-2025,0.026235906125075287
2029,CD,Sensors,Au,static-2025,0.03360938020700168
2029,CD,Sensors,B,static-2025,0.10164592204704456
2029,CD,Sensors,Ba,static-2025,0.8387827210563901
2029,CD,Sensors,Co,static-2025,1.178163319714313
2029,CD,Sensors,Cr,static-2025,1.2955173016213009
2029,CD,Sensors,Cu,static-2025,98.95624584256456
2029,CD,Sensors,Dy,static-2025,0.07083661258543408
2029,CD,Sensors,Fe,static-2025,132.23534742709208
2029,CD,Sensors,Ga,static-2025,0.02625577518133533
2029,CD,Sensors,Ge,static-2025,0.0026980347746987984
2029,CD,Sensors,In,static-2025,0.13058781019089258
2029,CD,Sensors,Li,static-2025,0.005605205300557956
2029,CD,Sensors,Mn,static-2025,7.677327848828841
2029,CD,Sensors,Nd,static-2025,1.4848633834900868
2029,CD,Sensors,Ni,static-2025,7.979807828474516
2029,CD,Sensors,Pb,static-2025,5.101529133898619
2029,CD,Sensors,Pt,static-2025,0.004062999866960568
2029,CD,Sensors,Si,static-2025,7.165474084828744
2029,CD,Sensors,Sn,static-2025,1.252070944913973
2029,CD,Sensors,Ta,static-2025,0.059477643991652764
2029,CD,Sensors,Ti,static-2025,0.5473329813441806
2029,CD,Sensors,W,static-2025,0.012087559491846431
2029,CD,Sensors,Zn,static-2025,2.768695304709588
2029,CD,Sensors,Zr,static-2025,0.7652399562259045
2029,CD,Wiring,Cu,modelled,49490.10663992926
2029,EF,Motors,Ag_ppm,scaled,0.7672206066670239
2029,EF,Motors,Al,scaled,61.07686670811606
2029,EF,Motors,As_ppm,scaled,0.015339712743986256
2029,EF,Motors,B,scaled,61.525414526043384
2029,EF,Motors,Bi_ppm,scaled,0.010748097183289606
2029,EF,Motors,C,scaled,12.131837853840173
2029,EF,Motors,Cd_ppm,scaled,0.003067709800262135
2029,EF,Motors,Co,scaled,436.84486620775033
2029,EF,Motors,Cu,scaled,9214.109927063811
2029,EF,Motors,Dy,scaled,389.8965157078256
2029,EF,Motors,Fe,scaled,36979.14508237375
2029,EF,Motors,Fe_ppm,scaled,0.03068206627428995
2029,EF,Motors,Ga,scaled,2.796664622486166
2029,EF,Motors,Mn,scaled,85.16873867442663
2029,EF,Motors,Mn_ppm,scaled,0.0015341593249061276
2029,EF,Motors,Nb,scaled,13.979470151570036
2029,EF,Motors,Nd,scaled,1705.9702399407888
2029,EF,Motors,Ni_ppm,scaled,0.030732055021354756
2029,EF,Motors,O_ppm,scaled,0.6374349830108302
2029,EF,Motors,P,scaled,11.322317442782758
2029,EF,Motors,P_ppm,scaled,0.009211183026365415
2029,EF,Motors,Pb_ppm,scaled,0.09225615378121514
2029,EF,Motors,Pr,scaled,27.960533685220536
2029,EF,Motors,S,scaled,5.959278692058001
2029,EF,Motors,S_ppm,scaled,0.04608108276730692
2029,EF,Motors,Sb_ppm,scaled,0.012268008836046325
2029,EF,Motors,Se_ppm,scaled,0.0092092812850082
2029,EF,Motors,Si,scaled,492.4508642413411
2029,EF,Motors,Sn_ppm,scaled,0.006134366026191797
2029,EF,Motors,Tb,scaled,21.99977884957742
2029,EF,Motors,Te_ppm,scaled,0.006147124999175349
2029,EF,Motors,TotalMass,scaled,48932.37024314036
2029,EF,Motors,Zn_ppm,scaled,0.003070378143029683
2029,EF,PCB,Ag,modelled,5.259092495440108
2029,EF,PCB,Al,modelled,110.32764709025854
2029,EF,PCB,Au,modelled,1.2960695212654805
2029,EF,PCB,Cu,modelled,409.27588549687266
2029,EF,PCB,Fe,modelled,67.24648200213748
2029,EF,PCB,Ni,modelled,19.65457903847123
2029,EF,PCB,Pb,modelled,13.602403701353753
2029,EF,PCB,Pd,modelled,0.6943540910577177
2029,EF,PCB,Sn,modelled,80.38484608888707
2029,EF,PCB,Zn,modelled,4.8338561439304115
2029,EF,Sensors,Ag,static-2025,1.369249576879546
2029,EF,Sensors,Al,static-2025,36.731700911020866
2029,EF,Sensors,As,static-2025,0.05561113929625286
2029,EF,Sensors,Au,static-2025,0.04665892216070073
2029,EF,Sensors,B,static-2025,0.17447940428973757
2029,EF,Sensors,Ba,static-2025,1.0964663126283016
2029,EF,Sensors,Co,static-2025,1.4022044867454229
2029,EF,Sensors,Cr,static-2025,1.915665449291962
2029,EF,Sensors,Cu,static-2025,118.03127420741843
2029,EF,Sensors,Dy,static-2025,0.11821409744431796
2029,EF,Sensors,Fe,static-2025,163.43714278526167
2029,EF,Sensors,Ga,static-2025,0.05562085055109532
2029,EF,Sensors,Ge,static-2025,0.004528987007663839
2029,EF,Sensors,In,static-2025,0.17015247696047545
2029,EF,Sensors,Li,static-2025,0.005599810035484773
2029,EF,Sensors,Mn,static-2025,9.309674165908516
2029,EF,Sensors,Nd,static-2025,2.6506784355151085
2029,EF,Sensors,Ni,static-2025,9.623795259359136
2029,EF,Sensors,Pb,static-2025,5.6643796772145105
2029,EF,Sensors,Pt,static-2025,0.005766053334719774
2029,EF,Sensors,Si,static-2025,10.145498927559395
2029,EF,Sensors,Sn,static-2025,1.6474297081739453
2029,EF,Sensors,Ta,static-2025,0.06570280287807932
2029,EF,Sensors,Ti,static-2025,0.6055172644148101
2029,EF,Sensors,W,static-2025,0.017740480479114293
2029,EF,Sensors,Zn,static-2025,3.243831445052524
2029,EF,Sensors,Zr,static-2025,0.8505679861196306
2029,EF,Wiring,Cu,modelled,68548.36056500227
2030,AB,Motors,Ag_ppm,scaled,0.17833817082224407
2030,AB,Motors,Al,scaled,12.35275628082183
2030,AB,Motors,As_ppm,scaled,0.0035684333164321905
2030,AB,Motors,B,scaled,14.27999301700028
2030,AB,Motors,Bi_ppm,scaled,0.0024982464192877434
2030,AB,Motors,C,scaled,3.51482911926648
2030,AB,Motors,Cd_ppm,scaled,0.0007144328937074565
2030,AB,Motors,Co,scaled,14.102915392360451
2030,AB,Motors,Cu,scaled,2140.18516203825
2030,AB,Motors,Dy,scaled,12.929202001410824
2030,AB,Motors,Fe,scaled,9674.510019072568
2030,AB,Motors,Fe_ppm,scaled,0.0071213485055351185
2030,AB,Motors,Ga,scaled,0.6493183125785323
2030,AB,Motors,Mn,scaled,22.386012791728177
2030,AB,Motors,Mn_ppm,scaled,0.0003568921627278157
2030,AB,Motors,Nb,scaled,3.2456204676377856
2030,AB,Motors,Nd,scaled,395.93912022960586
2030,AB,Motors,Ni_ppm,scaled,0.007140124042713804
2030,AB,Motors,O_ppm,scaled,0.14791548938851085
2030,AB,Motors,P,scaled,2.440982949860064
2030,AB,Motors,P_ppm,scaled,0.0021388465052264516
2030,AB,Motors,Pb_ppm,scaled,0.02137088195588991
2030,AB,Motors,Pr,scaled,6.48803629001208
2030,AB,Motors,S,scaled,1.5282415459411065
2030,AB,Motors,S_ppm,scaled,0.010706830455876759
2030,AB,Motors,Sb_ppm,scaled,0.002852401742307762
2030,AB,Motors,Se_ppm,scaled,0.0021375125897985727
2030,AB,Motors,Si,scaled,103.40381444586411
2030,AB,Motors,Sn_ppm,scaled,0.0014264650146341698
2030,AB,Motors,Tb,scaled,0.5878267988166712
2030,AB,Motors,Te_ppm,scaled,0.001427446872525538
2030,AB,Motors,TotalMass,scaled,12411.588056086606
2030,AB,Motors,Zn_ppm,scaled,0.0007129553541327004
2030,AB,PCB,Ag,modelled,3.735311579736081
2030,AB,PCB,Al,modelled,74.60048272380207
2030,AB,PCB,Au,modelled,0.7984590429517162
2030,AB,PCB,Cu,modelled,285.1470991010385
2030,AB,PCB,Fe,modelled,43.377255170922346
2030,AB,PCB,Ni,modelled,11.88981522524386
2030,AB,PCB,Pb,modelled,9.764597010447678
2030,AB,PCB,Pd,modelled,0.41657778089299
2030,AB,PCB,Sn,modelled,50.292518695365864
2030,AB,PCB,Zn,modelled,3.2579465848385785
2030,AB,Sensors,Ag,static-2025,0.6077818336270258
2030,AB,Sensors,Al,static-2025,10.173703779353087
2030,AB,Sensors,As,static-2025,0.02067735973759192
2030,AB,Sensors,Au,static-2025,0.024082010675859362
2030,AB,Sensors,B,static-2025,0.05084856572201221
2030,AB,Sensors,Ba,static-2025,0.4380401690028811
2030,AB,Sensors,Co,static-2025,0.9715128524708169
2030,AB,Sensors,Cr,static-2025,1.0707382127122949
2030,AB,Sensors,Cu,static-2025,69.394766208022
2030,AB,Sensors,Dy,static-2025,0.026571542728908305
2030,AB,Sensors,Fe,static-2025,91.17709780509851
2030,AB,Sensors,Ga,static-2025,0.020682616109586768
2030,AB,Sensors,Ge,static-2025,0.001501528016123206
2030,AB,Sensors,In,static-2025,0.051132857527050886
2030,AB,Sensors,Li,static-2025,0.0014008442446865545
2030,AB,Sensors,Mn,static-2025,5.275394133407557
2030,AB,Sensors,Nd,static-2025,0.6188924952737236
2030,AB,Sensors,Ni,static-2025,6.4484590776233865
2030,AB,Sensors,Pb,static-2025,1.6969392008835948
2030,AB,Sensors,Pt,static-2025,0.0017482981656576717
2030,AB,Sensors,Si,static-2025,4.699240316672317
2030,AB,Sensors,Sn,static-2025,0.8108822130844012
2030,AB,Sensors,Ta,static-2025,0.04184983640411805
2030,AB,Sensors,Ti,static-2025,0.18020926898566872
2030,AB,Sensors,W,static-2025,0.006421485657835426
2030,AB,Sensors,Zn,static-2025,1.8653604037552363
2030,AB,Sensors,Zr,static-2025,0.25478122802657177
2030,AB,Wiring,Cu,modelled,29879.473456554104
2030,CD,Motors,Ag_ppm,scaled,0.3583618489186282
2030,CD,Motors,Al,scaled,26.435803561101306
2030,CD,Motors,As_ppm,scaled,0.007167262559172812
2030,CD,Motors,B,scaled,28.842998118450225
2030,CD,Motors,Bi_ppm,scaled,0.005015409123053988
2030,CD,Motors,C,scaled,6.2958551274049785
2030,CD,Motors,Cd_ppm,scaled,0.001436297289545676
2030,CD,Motors,Co,scaled,117.15905279602877
2030,CD,Motors,Cu,scaled,4301.21062650816
2030,CD,Motors,Dy,scaled,107.6176040675868
2030,CD,Motors,Fe,scaled,18250.881001539754
2030,CD,Motors,Fe_ppm,scaled,0.014343490569288004
2030,CD,Motors,Ga,scaled,1.3108964792542437
2030,CD,Motors,Mn,scaled,41.87403890561846
2030,CD,Motors,Mn_ppm,scaled,0.0007171031159597026
2030,CD,Motors,Nb,scaled,6.556547398823613
2030,CD,Motors,Nd,scaled,799.7337511826355
2030,CD,Motors,Ni_ppm,scaled,0.014338835045213758
2030,CD,Motors,O_ppm,scaled,0.29750028215531454
2030,CD,Motors,P,scaled,4.993483335671575
2030,CD,Motors,P_ppm,scaled,0.004297441991338516
2030,CD,Motors,Pb_ppm,scaled,0.043024050990547624
2030,CD,Motors,Pr,scaled,13.118791698957537
2030,CD,Motors,S,scaled,2.8854742982209283
2030,CD,Motors,S_ppm,scaled,0.021515889089488517
2030,CD,Motors,Sb_ppm,scaled,0.005733003493408691
2030,CD,Motors,Se_ppm,scaled,0.004296784394085652
2030,CD,Motors,Si,scaled,217.75674234875805
2030,CD,Motors,Sn_ppm,scaled,0.002868562566787684
2030,CD,Motors,Tb,scaled,6.131130044375976
2030,CD,Motors,Te_ppm,scaled,0.0028669877453025862
2030,CD,Motors,TotalMass,scaled,23797.59159128271
2030,CD,Motors,Zn_ppm,scaled,0.0014323699657435682
2030,CD,PCB,Ag,modelled,4.671073706662064
2030,CD,PCB,Al,modelled,95.5824757242731
2030,CD,PCB,Au,modelled,1.095718539645565
2030,CD,PCB,Cu,modelled,356.91675501349886
2030,CD,PCB,Fe,modelled,56.68074580043146
2030,CD,PCB,Ni,modelled,16.162142275657942
2030,CD,PCB,Pb,modelled,11.998893709512378
2030,CD,PCB,Pd,modelled,0.5797395403785606
2030,CD,PCB,Sn,modelled,67.7272388070906
2030,CD,PCB,Zn,modelled,4.1426521329269415
2030,CD,Sensors,Ag,static-2025,1.0040422937850013
2030,CD,Sensors,Al,static-2025,25.381163837861383
2030,CD,Sensors,As,static-2025,0.026235906125075287
2030,CD,Sensors,Au,static-2025,0.03360938020700168
2030,CD,Sensors,B,static-2025,0.10164592204704456
2030,CD,Sensors,Ba,static-2025,0.8387827210563901
2030,CD,Sensors,Co,static-2025,1.178163319714313
2030,CD,Sensors,Cr,static-2025,1.2955173016213009
2030,CD,Sensors,Cu,static-2025,98.95624584256456
2030,CD,Sensors,Dy,static-2025,0.07083661258543408
2030,CD,Sensors,Fe,static-2025,132.23534742709208
2030,CD,Sensors,Ga,static-2025,0.02625577518133533
2030,CD,Sensors,Ge,static-2025,0.0026980347746987984
2030,CD,Sensors,In,static-2025,0.13058781019089258
2030,CD,Sensors,Li,static-2025,0.005605205300557956
2030,CD,Sensors,Mn,static-2025,7.677327848828841
2030,CD,Sensors,Nd,static-2025,1.4848633834900868
2030,CD,Sensors,Ni,static-2025,7.979807828474516
2030,CD,Sensors,Pb,static-2025,5.101529133898619
2030,CD,Sensors,Pt,static-2025,0.004062999866960568
2030,CD,Sensors,Si,static-2025,7.165474084828744
2030,CD,Sensors,Sn,static-2025,1.252070944913973
2030,CD,Sensors,Ta,static-2025,0.059477643991652764
2030,CD,Sensors,Ti,static-2025,0.5473329813441806
2030,CD,Sensors,W,static-2025,0.012087559491846431
2030,CD,Sensors,Zn,static-2025,2.768695304709588
2030,CD,Sensors,Zr,static-2025,0.7652399562259045
2030,CD,Wiring,Cu,modelled,47836.059202376935
2030,EF,Motors,Ag_ppm,scaled,0.7720092924270405
2030,EF,Motors,Al,scaled,61.45808420844126
2030,EF,Motors,As_ppm,scaled,0.015435457127468064
2030,EF,Motors,B,scaled,61.90943168337693
2030,EF,Motors,Bi_ppm,scaled,0.01081518252938385
2030,EF,Motors,C,scaled,12.207559958628122
2030,EF,Motors,Cd_ppm,scaled,0.0030868572242347477
2030,EF,Motors,Co,scaled,439.5714780479004
2030,EF,Motors,Cu,scaled,9271.62073505767
2030,EF,Motors,Dy,scaled,392.3300946242747
2030,EF,Motors,Fe,scaled,37209.954192471596
2030,EF,Motors,Fe_ppm,scaled,0.030873571523991023
2030,EF,Motors,Ga,scaled,2.8141202903043454
2030,EF,Motors,Mn,scaled,85.70032805373252
2030,EF,Motors,Mn_ppm,scaled,0.0015437349369907534
2030,EF,Motors,Nb,scaled,14.066724442012282
2030,EF,Motors,Nd,scaled,1716.6182273958002
2030,EF,Motors,Ni_ppm,scaled,0.030923872280925156
2030,EF,Motors,O_ppm,scaled,0.6414135985479454
2030,EF,Motors,P,scaled,11.39298684326221
2030,EF,Motors,P_ppm,scaled,0.009268675565809688
2030,EF,Motors,Pb_ppm,scaled,0.09283197998563009
2030,EF,Motors,Pr,scaled,28.13505221136199
2030,EF,Motors,S,scaled,5.996474138536688
2030,EF,Motors,S_ppm,scaled,0.04636870255089509
2030,EF,Motors,Sb_ppm,scaled,0.012344580865924595
2030,EF,Motors,Se_ppm,scaled,0.0092667619545396
2030,EF,Motors,Si,scaled,495.5245465963353
2030,EF,Motors,Sn_ppm,scaled,0.006172654298145242
2030,EF,Motors,Tb,scaled,22.137092715739268
2030,EF,Motors,Te_ppm,scaled,0.006185492907561534
2030,EF,Motors,TotalMass,scaled,49237.7866286636
2030,EF,Motors,Zn_ppm,scaled,0.003089542221736153
2030,EF,PCB,Ag,modelled,5.255499610468552
2030,EF,PCB,Al,modelled,110.22769472897797
2030,EF,PCB,Au,modelled,1.2946653769931795
2030,EF,PCB,Cu,modelled,408.775788874614
2030,EF,PCB,Fe,modelled,67.1473789258852
2030,EF,PCB,Ni,modelled,19.622671062103333
2030,EF,PCB,Pb,modelled,13.590364340559455
2030,EF,PCB,Pd,modelled,0.6934677442161209
2030,EF,PCB,Sn,modelled,80.26006135449666
2030,EF,PCB,Zn,modelled,4.828312339772864
2030,EF,Sensors,Ag,static-2025,1.369249576879546
2030,EF,Sensors,Al,static-2025,36.731700911020866
2030,EF,Sensors,As,static-2025,0.05561113929625286
2030,EF,Sensors,Au,static-2025,0.04665892216070073
2030,EF,Sensors,B,static-2025,0.17447940428973757
2030,EF,Sensors,Ba,static-2025,1.0964663126283016
2030,EF,Sensors,Co,static-2025,1.4022044867454229
2030,EF,Sensors,Cr,static-2025,1.915665449291962
2030,EF,Sensors,Cu,static-2025,118.03127420741843
2030,EF,Sensors,Dy,static-2025,0.11821409744431796
2030,EF,Sensors,Fe,static-2025,163.43714278526167
2030,EF,Sensors,Ga,static-2025,0.05562085055109532
2030,EF,Sensors,Ge,static-2025,0.004528987007663839
2030,EF,Sensors,In,static-2025,0.17015247696047545
2030,EF,Sensors,Li,static-2025,0.005599810035484773
2030,EF,Sensors,Mn,static-2025,9.309674165908516
2030,EF,Sensors,Nd,static-2025,2.6506784355151085
2030,EF,Sensors,Ni,static-2025,9.623795259359136
2030,EF,Sensors,Pb,static-2025,5.6643796772145105
2030,EF,Sensors,Pt,static-2025,0.005766053334719774
2030,EF,Sensors,Si,static-2025,10.145498927559395
2030,EF,Sensors,Sn,static-2025,1.6474297081739453
2030,EF,Sensors,Ta,static-2025,0.06570280287807932
2030,EF,Sensors,Ti,static-2025,0.6055172644148101
2030,EF,Sensors,W,static-2025,0.017740480479114293
2030,EF,Sensors,Zn,static-2025,3.243831445052524
2030,EF,Sensors,Zr,static-2025,0.8505679861196306
2030,EF,Wiring,Cu,modelled,66924.3844143032
2031,AB,Motors,Ag_ppm,scaled,0.18019891400266008
2031,AB,Motors,Al,scaled,12.481642356656883
2031,AB,Motors,As_ppm,scaled,0.0036056656034277705
2031,AB,Motors,B,scaled,14.428987477918332
2031,AB,Motors,Bi_ppm,scaled,0.002524312599995192
2031,AB,Motors,C,scaled,3.5515021112785017
2031,AB,Motors,Cd_ppm,scaled,0.0007218871371187343
2031,AB,Motors,Co,scaled,14.25006226237335
2031,AB,Motors,Cu,scaled,2162.515406465056
2031,AB,Motors,Dy,scaled,13.06410259134861
2031,AB,Motors,Fe,scaled,9775.45183348536
2031,AB,Motors,Fe_ppm,scaled,0.007195651166630864
