Year,Segment,Domain,Element,Basis,Mass_g_per_vehicle
2041,CD,Motors,S,scaled,3.1086420969820683
2041,CD,Motors,S_ppm,scaled,0.02317996684940844
2041,CD,Motors,Sb_ppm,scaled,0.006176404348062911
2041,CD,Motors,Se_ppm,scaled,0.00462910546711359
2041,CD,Motors,Si,scaled,234.59844247595439
2041,CD,Motors,Sn_ppm,scaled,0.0030904223816657157
2041,CD,Motors,Tb,scaled,6.60532272623951
2041,CD,Motors,Te_ppm,scaled,0.0030887257606399023
2041,CD,Motors,TotalMass,scaled,25638.140347692584
2041,CD,Motors,Zn_ppm,scaled,0.001543152048420115
2041,CD,PCB,Ag,modelled,4.6483934058745815
2041,CD,PCB,Al,modelled,94.95244803906064
2041,CD,PCB,Au,modelled,1.0868862403624655
2041,CD,PCB,Cu,modelled,353.784215359735
2041,CD,PCB,Fe,modelled,56.05807629481828
2041,CD,PCB,Ni,modelled,15.960794624426695
2041,CD,PCB,Pb,modelled,11.9228386415707
2041,CD,PCB,Pd,modelled,0.574142385415109
2041,CD,PCB,Sn,modelled,66.94520044326876
2041,CD,PCB,Zn,modelled,4.107588226637835
2041,CD,Sensors,Ag,static-2025,1.0040422937850013
2041,CD,Sensors,Al,static-2025,25.381163837861383
2041,CD,Sensors,As,static-2025,0.026235906125075287
2041,CD,Sensors,Au,static-2025,0.03360938020700168
2041,CD,Sensors,B,static-2025,0.10164592204704456
2041,CD,Sensors,Ba,static-2025,0.8387827210563901
2041,CD,Sensors,Co,static-2025,1.178163319714313
2041,CD,Sensors,Cr,static-2025,1.2955173016213009
2041,CD,Sensors,Cu,static-2025,98.95624584256456
2041,CD,Sensors,Dy,static-2025,0.07083661258543408
2041,CD,Sensors,Fe,static-2025,132.23534742709208
2041,CD,Sensors,Ga,static-2025,0.02625577518133533
2041,CD,Sensors,Ge,static-2025,0.0026980347746987984
2041,CD,Sensors,In,static-2025,0.13058781019089258
2041,CD,Sensors,Li,static-2025,0.005605205300557956
2041,CD,Sensors,Mn,static-2025,7.677327848828841
2041,CD,Sensors,Nd,static-2025,1.4848633834900868
2041,CD,Sensors,Ni,static-2025,7.979807828474516
2041,CD,Sensors,Pb,static-2025,5.101529133898619
2041,CD,Sensors,Pt,static-2025,0.004062999866960568
2041,CD,Sensors,Si,static-2025,7.165474084828744
2041,CD,Sensors,Sn,static-2025,1.252070944913973
2041,CD,Sensors,Ta,static-2025,0.059477643991652764
2041,CD,Sensors,Ti,static-2025,0.5473329813441806
2041,CD,Sensors,W,static-2025,0.012087559491846431
2041,CD,Sensors,Zn,static-2025,2.768695304709588
2041,CD,Sensors,Zr,static-2025,0.7652399562259045
2041,CD,Wiring,Cu,modelled,36121.93012121587
2041,EF,Motors,Ag_ppm,scaled,0.8157279250497019
2041,EF,Motors,Al,scaled,64.93843532799123
2041,EF,Motors,As_ppm,scaled,0.016309561994000344
2041,EF,Motors,B,scaled,65.41534246216345
2041,EF,Motors,Bi_ppm,scaled,0.011427642763201365
2041,EF,Motors,C,scaled,12.898870068863372
2041,EF,Motors,Cd_ppm,scaled,0.0032616649348008496
2041,EF,Motors,Co,scaled,464.4642664491393
2041,EF,Motors,Cu,scaled,9796.669571527398
2041,EF,Motors,Dy,scaled,414.54761900117677
2041,EF,Motors,Fe,scaled,39317.141674804225
2041,EF,Motors,Fe_ppm,scaled,0.03262193173732924
2041,EF,Motors,Ga,scaled,2.97348299789691
2041,EF,Motors,Mn,scaled,90.55350947858796
2041,EF,Motors,Mn_ppm,scaled,0.0016311561393507553
2041,EF,Motors,Nb,scaled,14.863318426200195
2041,EF,Motors,Nd,scaled,1813.829753698735
2041,EF,Motors,Ni_ppm,scaled,0.0326750810096046
2041,EF,Motors,O_ppm,scaled,0.6777366399273301
2041,EF,Motors,P,scaled,12.038167945564123
2041,EF,Motors,P_ppm,scaled,0.009793557618312401
2041,EF,Motors,Pb_ppm,scaled,0.09808902451661879
2041,EF,Motors,Pr,scaled,29.728330975638237
2041,EF,Motors,S,scaled,6.336052499141397
2041,EF,Motors,S_ppm,scaled,0.04899454694408758
2041,EF,Motors,Sb_ppm,scaled,0.013043650425128247
2041,EF,Motors,Se_ppm,scaled,0.009791535639864716
2041,EF,Motors,Si,scaled,523.5859388887129
2041,EF,Motors,Sn_ppm,scaled,0.006522209683312847
2041,EF,Motors,Tb,scaled,23.39070900412697
2041,EF,Motors,Te_ppm,scaled,0.006535775338962859
2041,EF,Motors,TotalMass,scaled,52026.10631067697
2041,EF,Motors,Zn_ppm,scaled,0.00326450198282873
2041,EF,PCB,Ag,modelled,5.224997261395456
2041,EF,PCB,Al,modelled,109.38506783821308
2041,EF,PCB,Au,modelled,1.2827804120261224
2041,EF,PCB,Cu,modelled,404.62075067250305
2041,EF,PCB,Fe,modelled,66.31546754484906
2041,EF,PCB,Ni,modelled,19.353842205930523
2041,EF,PCB,Pb,modelled,13.488223075226546
2041,EF,PCB,Pd,modelled,0.6859738393446274
2041,EF,PCB,Sn,modelled,79.22313523693958
2041,EF,PCB,Zn,modelled,4.7812368616022
2041,EF,Sensors,Ag,static-2025,1.369249576879546
2041,EF,Sensors,Al,static-2025,36.731700911020866
2041,EF,Sensors,As,static-2025,0.05561113929625286
2041,EF,Sensors,Au,static-2025,0.04665892216070073
2041,EF,Sensors,B,static-2025,0.17447940428973757
2041,EF,Sensors,Ba,static-2025,1.0964663126283016
2041,EF,Sensors,Co,static-2025,1.4022044867454229
2041,EF,Sensors,Cr,static-2025,1.915665449291962
2041,EF,Sensors,Cu,static-2025,118.03127420741843
2041,EF,Sensors,Dy,static-2025,0.11821409744431796
2041,EF,Sensors,Fe,static-2025,163.43714278526167
2041,EF,Sensors,Ga,static-2025,0.05562085055109532
2041,EF,Sensors,Ge,static-2025,0.004528987007663839
2041,EF,Sensors,In,static-2025,0.17015247696047545
2041,EF,Sensors,Li,static-2025,0.005599810035484773
2041,EF,Sensors,Mn,static-2025,9.309674165908516
2041,EF,Sensors,Nd,static-2025,2.6506784355151085
2041,EF,Sensors,Ni,static-2025,9.623795259359136
2041,EF,Sensors,Pb,static-2025,5.6643796772145105
2041,EF,Sensors,Pt,static-2025,0.005766053334719774
2041,EF,Sensors,Si,static-2025,10.145498927559395
2041,EF,Sensors,Sn,static-2025,1.6474297081739453
2041,EF,Sensors,Ta,static-2025,0.06570280287807932
2041,EF,Sensors,Ti,static-2025,0.6055172644148101
2041,EF,Sensors,W,static-2025,0.017740480479114293
2041,EF,Sensors,Zn,static-2025,3.243831445052524
2041,EF,Sensors,Zr,static-2025,0.8505679861196306
2041,EF,Wiring,Cu,modelled,57383.62099239709
2042,AB,Motors,Ag_ppm,scaled,0.19719120576374963
2042,AB,Motors,Al,scaled,13.658628964793468
2042,AB,Motors,As_ppm,scaled,0.0039456705488819105
2042,AB,Motors,B,scaled,15.78960369693881
2042,AB,Motors,Bi_ppm,scaled,0.0027623487526141784
2042,AB,Motors,C,scaled,3.8863995794401522
2042,AB,Motors,Cd_ppm,scaled,0.0007899592280100152
2042,AB,Motors,Co,scaled,15.593806296104681
2042,AB,Motors,Cu,scaled,2366.435019010351
2042,AB,Motors,Dy,scaled,14.296013693907888
2042,AB,Motors,Fe,scaled,10697.251671017171
2042,AB,Motors,Fe_ppm,scaled,0.00787418247028018
2042,AB,Motors,Ga,scaled,0.717961053382486
2042,AB,Motors,Mn,scaled,24.752552043631283
2042,AB,Motors,Mn_ppm,scaled,0.0003946210481550613
2042,AB,Motors,Nb,scaled,3.5887315122398458
2042,AB,Motors,Nd,scaled,437.7958581000308
2042,AB,Motors,Ni_ppm,scaled,0.007894942864973347
2042,AB,Motors,O_ppm,scaled,0.16355238796706048
2042,AB,Motors,P,scaled,2.6990316706311255
2042,AB,Motors,P_ppm,scaled,0.0023649548459795003
2042,AB,Motors,Pb_ppm,scaled,0.023630106564887243
2042,AB,Motors,Pr,scaled,7.173919599868801
2042,AB,Motors,S,scaled,1.6897997313360105
2042,AB,Motors,S_ppm,scaled,0.011838703950859602
2042,AB,Motors,Sb_ppm,scaled,0.0031539436358182685
2042,AB,Motors,Se_ppm,scaled,0.0023634799155683745
2042,AB,Motors,Si,scaled,114.3351575108098
2042,AB,Motors,Sn_ppm,scaled,0.0015772638853399743
2042,AB,Motors,Tb,scaled,0.6499689589977925
2042,AB,Motors,Te_ppm,scaled,0.001578349540422085
2042,AB,Motors,TotalMass,scaled,13723.680146198969
2042,AB,Motors,Zn_ppm,scaled,0.000788325490213073
2042,AB,PCB,Ag,modelled,3.733753715255704
2042,AB,PCB,Al,modelled,74.52696167278657
2042,AB,PCB,Au,modelled,0.7976611532684185
2042,AB,PCB,Cu,modelled,284.49937185915593
2042,AB,PCB,Fe,modelled,43.28849215180878
2042,AB,PCB,Ni,modelled,11.865309585341087
2042,AB,PCB,Pb,modelled,9.758810565438742
2042,AB,PCB,Pd,modelled,0.4160329656733242
2042,AB,PCB,Sn,modelled,50.13231081382111
2042,AB,PCB,Zn,modelled,3.255471491270227
2042,AB,Sensors,Ag,static-2025,0.6077818336270258
2042,AB,Sensors,Al,static-2025,10.173703779353087
2042,AB,Sensors,As,static-2025,0.02067735973759192
2042,AB,Sensors,Au,static-2025,0.024082010675859362
2042,AB,Sensors,B,static-2025,0.05084856572201221
2042,AB,Sensors,Ba,static-2025,0.4380401690028811
2042,AB,Sensors,Co,static-2025,0.9715128524708169
2042,AB,Sensors,Cr,static-2025,1.0707382127122949
2042,AB,Sensors,Cu,static-2025,69.394766208022
2042,AB,Sensors,Dy,static-2025,0.026571542728908305
2042,AB,Sensors,Fe,static-2025,91.17709780509851
2042,AB,Sensors,Ga,static-2025,0.020682616109586768
2042,AB,Sensors,Ge,static-2025,0.001501528016123206
2042,AB,Sensors,In,static-2025,0.051132857527050886
2042,AB,Sensors,Li,static-2025,0.0014008442446865545
2042,AB,Sensors,Mn,static-2025,5.275394133407557
2042,AB,Sensors,Nd,static-2025,0.6188924952737236
2042,AB,Sensors,Ni,static-2025,6.4484590776233865
2042,AB,Sensors,Pb,static-2025,1.6969392008835948
2042,AB,Sensors,Pt,static-2025,0.0017482981656576717
2042,AB,Sensors,Si,static-2025,4.699240316672317
2042,AB,Sensors,Sn,static-2025,0.8108822130844012
2042,AB,Sensors,Ta,static-2025,0.04184983640411805
2042,AB,Sensors,Ti,static-2025,0.18020926898566872
2042,AB,Sensors,W,static-2025,0.006421485657835426
2042,AB,Sensors,Zn,static-2025,1.8653604037552363
2042,AB,Sensors,Zr,static-2025,0.25478122802657177
2042,AB,Wiring,Cu,modelled,22831.69043359011
2042,CD,Motors,Ag_ppm,scaled,0.38815049225001813
2042,CD,Motors,Al,scaled,28.633266058397286
2042,CD,Motors,As_ppm,scaled,0.007763037552191399
2042,CD,Motors,B,scaled,31.240557418222554
2042,CD,Motors,Bi_ppm,scaled,0.0054323124122252035
2042,CD,Motors,C,scaled,6.819194828386805
2042,CD,Motors,Cd_ppm,scaled,0.00155568875882519
2042,CD,Motors,Co,scaled,126.89783846005977
2042,CD,Motors,Cu,scaled,4658.746535067804
2042,CD,Motors,Dy,scaled,116.56326174130865
2042,CD,Motors,Fe,scaled,19767.976044661813
2042,CD,Motors,Fe_ppm,scaled,0.015535785803797452
2042,CD,Motors,Ga,scaled,1.419864071040908
2042,CD,Motors,Mn,scaled,45.35479673061631
2042,CD,Motors,Mn_ppm,scaled,0.0007767119415576596
2042,CD,Motors,Nb,scaled,7.101557010025997
2042,CD,Motors,Nd,scaled,866.2112055934241
2042,CD,Motors,Ni_ppm,scaled,0.015530743291692567
2042,CD,Motors,O_ppm,scaled,0.3222298392296917
2042,CD,Motors,P,scaled,5.4085640551075755
2042,CD,Motors,P_ppm,scaled,0.004654664634048982
2042,CD,Motors,Pb_ppm,scaled,0.046600402975270114
2042,CD,Motors,Pr,scaled,14.209284473337044
2042,CD,Motors,S,scaled,3.1253278567706637
2042,CD,Motors,S_ppm,scaled,0.02330438624112044
2042,CD,Motors,Sb_ppm,scaled,0.00620955644344535
2042,CD,Motors,Se_ppm,scaled,0.00465395237436461
2042,CD,Motors,Si,scaled,235.85765892346137
2042,CD,Motors,Sn_ppm,scaled,0.003107010346409497
2042,CD,Motors,Tb,scaled,6.640777058033827
2042,CD,Motors,Te_ppm,scaled,0.0031053046187030156
2042,CD,Motors,TotalMass,scaled,25775.75408318282
2042,CD,Motors,Zn_ppm,scaled,0.0015514349782634104
2042,CD,PCB,Ag,modelled,4.647180548404778
2042,CD,PCB,Al,modelled,94.9186894914156
2042,CD,PCB,Au,modelled,1.0864135157422132
2042,CD,PCB,Cu,modelled,353.61567333911233
2042,CD,PCB,Fe,modelled,56.02467032587322
2042,CD,PCB,Ni,modelled,15.950003237722152
2042,CD,PCB,Pb,modelled,11.918770617826738
2042,CD,PCB,Pd,modelled,0.5738427045633662
2042,CD,PCB,Sn,modelled,66.9031260051875
2042,CD,PCB,Zn,modelled,4.105713256247737
2042,CD,Sensors,Ag,static-2025,1.0040422937850013
2042,CD,Sensors,Al,static-2025,25.381163837861383
2042,CD,Sensors,As,static-2025,0.026235906125075287
2042,CD,Sensors,Au,static-2025,0.03360938020700168
2042,CD,Sensors,B,static-2025,0.10164592204704456
2042,CD,Sensors,Ba,static-2025,0.8387827210563901
2042,CD,Sensors,Co,static-2025,1.178163319714313
2042,CD,Sensors,Cr,static-2025,1.2955173016213009
2042,CD,Sensors,Cu,static-2025,98.95624584256456
2042,CD,Sensors,Dy,static-2025,0.07083661258543408
2042,CD,Sensors,Fe,static-2025,132.23534742709208
2042,CD,Sensors,Ga,static-2025,0.02625577518133533
2042,CD,Sensors,Ge,static-2025,0.0026980347746987984
2042,CD,Sensors,In,static-2025,0.13058781019089258
2042,CD,Sensors,Li,static-2025,0.005605205300557956
2042,CD,Sensors,Mn,static-2025,7.677327848828841
2042,CD,Sensors,Nd,static-2025,1.4848633834900868
2042,CD,Sensors,Ni,static-2025,7.979807828474516
2042,CD,Sensors,Pb,static-2025,5.101529133898619
2042,CD,Sensors,Pt,static-2025,0.004062999866960568
2042,CD,Sensors,Si,static-2025,7.165474084828744
2042,CD,Sensors,Sn,static-2025,1.252070944913973
2042,CD,Sensors,Ta,static-2025,0.059477643991652764
2042,CD,Sensors,Ti,static-2025,0.5473329813441806
2042,CD,Sensors,W,static-2025,0.012087559491846431
2042,CD,Sensors,Zn,static-2025,2.768695304709588
2042,CD,Sensors,Zr,static-2025,0.7652399562259045
2042,CD,Wiring,Cu,modelled,35717.17831358546
2042,EF,Motors,Ag_ppm,scaled,0.8189963571238172
2042,EF,Motors,Al,scaled,65.19862853500439
2042,EF,Motors,As_ppm,scaled,0.01637491061564121
2042,EF,Motors,B,scaled,65.67744652514442
2042,EF,Motors,Bi_ppm,scaled,0.01147343066991855
2042,EF,Motors,C,scaled,12.950552841217096
2042,EF,Motors,Cd_ppm,scaled,0.003274733667598333
2042,EF,Motors,Co,scaled,466.3252667399535
2042,EF,Motors,Cu,scaled,9835.922547996408
2042,EF,Motors,Dy,scaled,416.2086148952538
2042,EF,Motors,Fe,scaled,39474.67631713566
2042,EF,Motors,Fe_ppm,scaled,0.03275264023060951
2042,EF,Motors,Ga,scaled,2.9853970526984184
2042,EF,Motors,Mn,scaled,90.91633633018247
2042,EF,Motors,Mn_ppm,scaled,0.0016376918026277227
2042,EF,Motors,Nb,scaled,14.922872286231431
2042,EF,Motors,Nd,scaled,1821.0973476622644
2042,EF,Motors,Ni_ppm,scaled,0.032806002459657445
2042,EF,Motors,O_ppm,scaled,0.6804521730158983
2042,EF,Motors,P,scaled,12.086402084691418
2042,EF,Motors,P_ppm,scaled,0.009832798125908654
2042,EF,Motors,Pb_ppm,scaled,0.09848204442436469
2042,EF,Motors,Pr,scaled,29.847445483658507
2042,EF,Motors,S,scaled,6.361439587869799
2042,EF,Motors,S_ppm,scaled,0.049190856698567355
2042,EF,Motors,Sb_ppm,scaled,0.013095913298696586
2042,EF,Motors,Se_ppm,scaled,0.0098307680458636
2042,EF,Motors,Si,scaled,525.6838259705061
2042,EF,Motors,Sn_ppm,scaled,0.0065483426605818865
2042,EF,Motors,Tb,scaled,23.484430134908077
2042,EF,Motors,Te_ppm,scaled,0.0065619626706589955
2042,EF,Motors,TotalMass,scaled,52234.56281846023
2042,EF,Motors,Zn_ppm,scaled,0.0032775820830178216
2042,EF,PCB,Ag,modelled,5.223929832008391
2042,EF,PCB,Al,modelled,109.35565242481992
2042,EF,PCB,Au,modelled,1.2823649334401654
2042,EF,PCB,Cu,modelled,404.4764467761576
2042,EF,PCB,Fe,modelled,66.28646967800546
2042,EF,PCB,Ni,modelled,19.344459626789455
2042,EF,PCB,Pb,modelled,13.484649505305583
2042,EF,PCB,Pd,modelled,0.6857119674163097
2042,EF,PCB,Sn,modelled,79.18712091307827
2042,EF,PCB,Zn,modelled,4.779589335937859
2042,EF,Sensors,Ag,static-2025,1.369249576879546
2042,EF,Sensors,Al,static-2025,36.731700911020866
2042,EF,Sensors,As,static-2025,0.05561113929625286
2042,EF,Sensors,Au,static-2025,0.04665892216070073
2042,EF,Sensors,B,static-2025,0.17447940428973757
2042,EF,Sensors,Ba,static-2025,1.0964663126283016
2042,EF,Sensors,Co,static-2025,1.4022044867454229
2042,EF,Sensors,Cr,static-2025,1.915665449291962
2042,EF,Sensors,Cu,static-2025,118.03127420741843
2042,EF,Sensors,Dy,static-2025,0.11821409744431796
2042,EF,Sensors,Fe,static-2025,163.43714278526167
2042,EF,Sensors,Ga,static-2025,0.05562085055109532
2042,EF,Sensors,Ge,static-2025,0.004528987007663839
2042,EF,Sensors,In,static-2025,0.17015247696047545
2042,EF,Sensors,Li,static-2025,0.005599810035484773
2042,EF,Sensors,Mn,static-2025,9.309674165908516
2042,EF,Sensors,Nd,static-2025,2.6506784355151085
2042,EF,Sensors,Ni,static-2025,9.623795259359136
2042,EF,Sensors,Pb,static-2025,5.6643796772145105
2042,EF,Sensors,Pt,static-2025,0.005766053334719774
2042,EF,Sensors,Si,static-2025,10.145498927559395
2042,EF,Sensors,Sn,static-2025,1.6474297081739453
2042,EF,Sensors,Ta,static-2025,0.06570280287807932
2042,EF,Sensors,Ti,static-2025,0.6055172644148101
2042,EF,Sensors,W,static-2025,0.017740480479114293
2042,EF,Sensors,Zn,static-2025,3.243831445052524
2042,EF,Sensors,Zr,static-2025,0.8505679861196306
2042,EF,Wiring,Cu,modelled,57190.80266062897
2043,AB,Motors,Ag_ppm,scaled,0.1984619277904565
2043,AB,Motors,Al,scaled,13.746646686542041
2043,AB,Motors,As_ppm,scaled,0.003971096888039245
2043,AB,Motors,B,scaled,15.891353656491829
2043,AB,Motors,Bi_ppm,scaled,0.002780149634716388
2043,AB,Motors,C,scaled,3.911443969888759
2043,AB,Motors,Cd_ppm,scaled,0.0007950498129950035
2043,AB,Motors,Co,scaled,15.694294515464732
2043,AB,Motors,Cu,scaled,2381.684589049644
2043,AB,Motors,Dy,scaled,14.388138793628189
2043,AB,Motors,Fe,scaled,10766.185948643499
2043,AB,Motors,Fe_ppm,scaled,0.007924924576493993
2043,AB,Motors,Ga,scaled,0.7225876741352584
2043,AB,Motors,Mn,scaled,24.91206023760589
2043,AB,Motors,Mn_ppm,scaled,0.00039716403000940206
2043,AB,Motors,Nb,scaled,3.6118576966093645
2043,AB,Motors,Nd,scaled,440.6170632239309
2043,AB,Motors,Ni_ppm,scaled,0.007945818753475865
2043,AB,Motors,O_ppm,scaled,0.1646063377165196
2043,AB,Motors,P,scaled,2.716424530426097
2043,AB,Motors,P_ppm,scaled,0.002380194877619419
2043,AB,Motors,Pb_ppm,scaled,0.02378238159555675
2043,AB,Motors,Pr,scaled,7.220149134386172
2043,AB,Motors,S,scaled,1.7006889884457044
2043,AB,Motors,S_ppm,scaled,0.011914993873727877
2043,AB,Motors,Sb_ppm,scaled,0.003174267998831839
2043,AB,Motors,Se_ppm,scaled,0.002378710442592943
2043,AB,Motors,Si,scaled,115.0719459619644
2043,AB,Motors,Sn_ppm,scaled,0.0015874279489617163
2043,AB,Motors,Tb,scaled,0.6541574311442824
2043,AB,Motors,Te_ppm,scaled,0.001588520600125731
2043,AB,Motors,TotalMass,scaled,13812.117064984019
2043,AB,Motors,Zn_ppm,scaled,0.0007934055472102821
2043,AB,PCB,Ag,modelled,3.733608655807688
2043,AB,PCB,Al,modelled,74.52054407373885
2043,AB,PCB,Au,modelled,0.7975895172318922
2043,AB,PCB,Cu,modelled,284.44522283941126
2043,AB,PCB,Fe,modelled,43.28088068954104
2043,AB,PCB,Ni,modelled,11.86317858078722
2043,AB,PCB,Pb,modelled,9.758279385766697
2043,AB,PCB,Pd,modelled,0.415984507560255
2043,AB,PCB,Sn,modelled,50.11891163374988
2043,AB,PCB,Zn,modelled,3.2552418092290565
2043,AB,Sensors,Ag,static-2025,0.6077818336270258
2043,AB,Sensors,Al,static-2025,10.173703779353087
2043,AB,Sensors,As,static-2025,0.02067735973759192
2043,AB,Sensors,Au,static-2025,0.024082010675859362
2043,AB,Sensors,B,static-2025,0.05084856572201221
2043,AB,Sensors,Ba,static-2025,0.4380401690028811
2043,AB,Sensors,Co,static-2025,0.9715128524708169
2043,AB,Sensors,Cr,static-2025,1.0707382127122949
2043,AB,Sensors,Cu,static-2025,69.394766208022
2043,AB,Sensors,Dy,static-2025,0.026571542728908305
2043,AB,Sensors,Fe,static-2025,91.17709780509851
2043,AB,Sensors,Ga,static-2025,0.020682616109586768
2043,AB,Sensors,Ge,static-2025,0.001501528016123206
2043,AB,Sensors,In,static-2025,0.051132857527050886
2043,AB,Sensors,Li,static-2025,0.0014008442446865545
2043,AB,Sensors,Mn,static-2025,5.275394133407557
2043,AB,Sensors,Nd,static-2025,0.6188924952737236
2043,AB,Sensors,Ni,static-2025,6.4484590776233865
2043,AB,Sensors,Pb,static-2025,1.6969392008835948
2043,AB,Sensors,Pt,static-2025,0.0017482981656576717
2043,AB,Sensors,Si,static-2025,4.699240316672317
2043,AB,Sensors,Sn,static-2025,0.8108822130844012
2043,AB,Sensors,Ta,static-2025,0.04184983640411805
2043,AB,Sensors,Ti,static-2025,0.18020926898566872
2043,AB,Sensors,W,static-2025,0.006421485657835426
2043,AB,Sensors,Zn,static-2025,1.8653604037552363
2043,AB,Sensors,Zr,static-2025,0.25478122802657177
2043,AB,Wiring,Cu,modelled,22380.09175330625
2043,CD,Motors,Ag_ppm,scaled,0.39015835533972215
2043,CD,Motors,Al,scaled,28.781383036745204
2043,CD,Motors,As_ppm,scaled,0.007803194957311965
2043,CD,Motors,B,scaled,31.40216165007143
2043,CD,Motors,Bi_ppm,scaled,0.0054604132128219535
2043,CD,Motors,C,scaled,6.854469830920098
2043,CD,Motors,Cd_ppm,scaled,0.001563736178834387
2043,CD,Motors,Co,scaled,127.55426809519999
2043,CD,Motors,Cu,scaled,4682.845757917749
2043,CD,Motors,Dy,scaled,117.16623166029339
2043,CD,Motors,Fe,scaled,19870.233777811005
2043,CD,Motors,Fe_ppm,scaled,0.015616150846500785
2043,CD,Motors,Ga,scaled,1.427208883729703
2043,CD,Motors,Mn,scaled,45.589412489489995
2043,CD,Motors,Mn_ppm,scaled,0.0007807297935762045
2043,CD,Motors,Nb,scaled,7.138292643458287
2043,CD,Motors,Nd,scaled,870.6920282184764
2043,CD,Motors,Ni_ppm,scaled,0.01561108224999272
2043,CD,Motors,O_ppm,scaled,0.3238967014738694
2043,CD,Motors,P,scaled,5.436542007863991
2043,CD,Motors,P_ppm,scaled,0.004678742741639369
2043,CD,Motors,Pb_ppm,scaled,0.04684146212878809
2043,CD,Motors,Pr,scaled,14.282787659330019
2043,CD,Motors,S,scaled,3.141494860477029
2043,CD,Motors,S_ppm,scaled,0.023424937465184356
2043,CD,Motors,Sb_ppm,scaled,0.006241677848506448
2043,CD,Motors,Se_ppm,scaled,0.004678026797507962
2043,CD,Motors,Si,scaled,237.07772664778972
2043,CD,Motors,Sn_ppm,scaled,0.0031230825954944364
2043,CD,Motors,Tb,scaled,6.6751291235548225
2043,CD,Motors,Te_ppm,scaled,0.003121368044231702
2043,CD,Motors,TotalMass,scaled,25909.089442189845
2043,CD,Motors,Zn_ppm,scaled,0.0015594603938976236
2043,CD,PCB,Ag,modelled,4.646048295089469
2043,CD,PCB,Al,modelled,94.88740477510753
2043,CD,PCB,Au,modelled,1.085973539943364
2043,CD,PCB,Cu,modelled,353.4617833877923
2043,CD,PCB,Fe,modelled,55.99384438071594
2043,CD,PCB,Ni,modelled,15.94000960830378
2043,CD,PCB,Pb,modelled,11.914976088672931
2043,CD,PCB,Pd,modelled,0.5735641598851502
2043,CD,PCB,Sn,modelled,66.86470174647073
2043,CD,PCB,Zn,modelled,4.103962893427229
2043,CD,Sensors,Ag,static-2025,1.0040422937850013
2043,CD,Sensors,Al,static-2025,25.381163837861383
2043,CD,Sensors,As,static-2025,0.026235906125075287
2043,CD,Sensors,Au,static-2025,0.03360938020700168
2043,CD,Sensors,B,static-2025,0.10164592204704456
2043,CD,Sensors,Ba,static-2025,0.8387827210563901
2043,CD,Sensors,Co,static-2025,1.178163319714313
2043,CD,Sensors,Cr,static-2025,1.2955173016213009
2043,CD,Sensors,Cu,static-2025,98.95624584256456
2043,CD,Sensors,Dy,static-2025,0.07083661258543408
2043,CD,Sensors,Fe,static-2025,132.23534742709208
2043,CD,Sensors,Ga,static-2025,0.02625577518133533
2043,CD,Sensors,Ge,static-2025,0.0026980347746987984
2043,CD,Sensors,In,static-2025,0.13058781019089258
2043,CD,Sensors,Li,static-2025,0.005605205300557956
2043,CD,Sensors,Mn,static-2025,7.677327848828841
2043,CD,Sensors,Nd,static-2025,1.4848633834900868
2043,CD,Sensors,Ni,static-2025,7.979807828474516
2043,CD,Sensors,Pb,static-2025,5.101529133898619
2043,CD,Sensors,Pt,static-2025,0.004062999866960568
2043,CD,Sensors,Si,static-2025,7.165474084828744
2043,CD,Sensors,Sn,static-2025,1.252070944913973
2043,CD,Sensors,Ta,static-2025,0.059477643991652764
2043,CD,Sensors,Ti,static-2025,0.5473329813441806
2043,CD,Sensors,W,static-2025,0.012087559491846431
2043,CD,Sensors,Zn,static-2025,2.768695304709588
2043,CD,Sensors,Zr,static-2025,0.7652399562259045
2043,CD,Wiring,Cu,modelled,35381.69929334816
2043,EF,Motors,Ag_ppm,scaled,0.8221631291202507
2043,EF,Motors,Al,scaled,65.45072879070712
2043,EF,Motors,As_ppm,scaled,0.016438226658418032
2043,EF,Motors,B,scaled,65.93139820227213
2043,EF,Motors,Bi_ppm,scaled,0.011517794406866191
2043,EF,Motors,C,scaled,13.000628092125321
2043,EF,Motors,Cd_ppm,scaled,0.003287395915463204
2043,EF,Motors,Co,scaled,468.1283831800895
2043,EF,Motors,Cu,scaled,9873.95461469994
2043,EF,Motors,Dy,scaled,417.8179477999243
2043,EF,Motors,Fe,scaled,39627.31106140776
2043,EF,Motors,Fe_ppm,scaled,0.03287928321624598
2043,EF,Motors,Ga,scaled,2.9969405372359095
2043,EF,Motors,Mn,scaled,91.26787795232087
2043,EF,Motors,Mn_ppm,scaled,0.0016440241831007728
2043,EF,Motors,Nb,scaled,14.980573805476705
2043,EF,Motors,Nd,scaled,1828.1388931260426
2043,EF,Motors,Ni_ppm,scaled,0.03293285177833941
2043,EF,Motors,O_ppm,scaled,0.6830832431881595
2043,EF,Motors,P,scaled,12.13313596735953
2043,EF,Motors,P_ppm,scaled,0.009870818111566542
2043,EF,Motors,Pb_ppm,scaled,0.09886283998923122
2043,EF,Motors,Pr,scaled,29.962855098976775
2043,EF,Motors,S,scaled,6.386037046171831
2043,EF,Motors,S_ppm,scaled,0.0493810605085338
2043,EF,Motors,Sb_ppm,scaled,0.013146550607570187
2043,EF,Motors,Se_ppm,scaled,0.009868780181913147
2043,EF,Motors,Si,scaled,527.7164611642786
